City,State,County,Region,Division,Latitude,Longitude,Population,Asian,White,Black,Indian,Hispanic,Hawaiian,Other,Females,Males,Median_age,Median_female_age,Median_male_age,Households,Persons_per_household,Household_income
Adin,California,Lassen,West,Pacific,41.153904,-120.897743,25,2,510,4,19,66,0,35,285,272,48.2,48.9,47.6,242,2.29,32250.0
Agoura Hills,California,Los Angeles,West,Pacific,34.143464,-118.763206,25817,2330,22486,532,237,2325,70,819,12977,12511,21.35,21.75,20.9,9208,1.38,44362.5
Aguanga,California,Riverside,West,Pacific,33.508818,-116.814257,2489,77,3379,51,130,778,31,302,1846,1964,48.4,48.3,48.6,1502,2.52,36528.0
Ahwahnee,California,Madera,West,Pacific,37.372315,-119.735979,1568,29,1829,12,130,153,4,23,953,956,50.3,51.0,49.6,771,2.47,38688.0
Alameda,California,Alameda,West,Pacific,37.773545,-122.278487,75168,26240,41810,6149,1397,8092,834,3308,38497,35315,42.45,43.45,41.1,30123,2.51,69875.5
Alamo,California,Contra Costa,West,Pacific,37.852902,-121.990028,14996,1494,13408,132,118,856,67,194,7503,7386,47.9,47.9,47.9,5292,2.81,139997.0
Albany,California,Alameda,West,Pacific,37.889622,-122.294909,19779,6750,12074,1013,304,1968,83,829,10293,9322,37.3,38.6,36.1,7915,2.47,57153.0
Albion,California,Mendocino,West,Pacific,39.208008,-123.680006,209,23,920,7,40,48,1,8,491,459,54.3,55.4,52.4,445,2.09,40491.0
Alderpoint,California,Humboldt,West,Pacific,40.172812,-123.627099,30,1,340,4,44,22,0,1,165,195,43.3,45.3,41.5,163,2.21,29250.0
Alhambra,California,Los Angeles,West,Pacific,34.090526,-118.134604,84669,45364,25700,1703,1037,28586,308,12113,43738,39319,13.12,13.67,12.5,29209,0.958333,13255.33
Aliso Viejo,California,Orange,West,Pacific,33.57358,-117.729559,49720,8995,37859,1390,447,8153,329,3027,25540,23506,17.75,18.0,17.45,18977,1.28,37344.0
Alleghany,California,Sierra,West,Pacific,39.485083,-120.832582,12,2,85,1,2,2,0,0,38,48,51.3,51.0,52.0,41,2.1,30875.0
Alpaugh,California,Tulare,West,Pacific,35.869386,-119.498234,1348,17,558,31,24,1075,1,753,658,690,24.2,24.0,24.5,327,4.12,24318.0
Alpine,California,San Diego,West,Pacific,32.789915,-116.711202,16205,564,15466,315,743,2644,101,856,8653,8750,20.95,21.6,20.3,6345,1.35,31226.0
Alta,California,Placer,West,Pacific,39.247589,-120.747636,983,16,958,1,20,34,1,5,459,524,49.6,50.2,48.6,404,2.39,46250.0
Altadena,California,Los Angeles,West,Pacific,34.196307,-118.135582,36034,2449,19245,10895,897,10469,113,5074,18705,17421,20.8,21.6,20.05,12663,1.415,31771.5
Alturas,California,Modoc,West,Pacific,41.5132,-120.515579,4376,100,4895,91,321,645,27,301,2713,2777,44.7,46.2,43.0,2325,2.29,27942.0
Alviso,California,Santa Clara,West,Pacific,37.440986,-121.990573,2077,403,852,57,39,1270,9,813,1017,1060,35.4,36.5,34.5,579,3.59,58304.0
Amador City,California,Amador,West,Pacific,38.430698,-120.838638,198,3,192,0,1,16,1,7,100,98,48.6,50.0,47.0,91,2.18,46250.0
Amboy,California,San Bernardino,West,Pacific,34.686652,-115.874128,17,2,12,0,2,10,0,8,4,13,46.5,47.5,46.5,7,1.71,127308.0
American Canyon,California,Napa,West,Pacific,38.203596,-122.231947,20581,7177,8685,1874,356,5095,331,2687,10040,9641,35.6,36.8,34.0,5736,3.42,0.0
Anaheim,California,Orange,West,Pacific,33.810422,-117.97942,361952,58853,198197,11928,4961,187863,3021,94060,177997,176478,13.95,14.32,13.59,102568,1.374117,22232.82
Anderson,California,Shasta,West,Pacific,40.45064,-122.316441,23362,592,20631,266,1532,2377,117,898,11645,11196,40.6,42.5,38.7,8899,2.56,29564.0
Angels Camp,California,Calaveras,West,Pacific,38.043599,-120.580002,2634,81,4832,30,169,613,14,334,2709,2583,47.9,48.8,46.9,2244,2.34,36794.0
Angelus Oaks,California,San Bernardino,West,Pacific,34.159928,-116.880936,125,10,476,3,12,89,1,51,271,264,48.2,47.9,48.5,233,2.29,65833.0
Angwin,California,Napa,West,Pacific,38.585052,-122.4412,2527,449,2842,197,71,689,22,306,1814,1847,27.6,28.3,26.9,1068,2.5,61389.0
Annapolis,California,Sonoma,West,Pacific,38.70171,-123.352096,269,5,269,0,88,107,2,42,193,208,44.1,44.4,43.8,154,2.57,52955.0
Antelope,California,Sacramento,West,Pacific,38.715216,-121.356133,46970,7433,31378,5176,1039,6508,771,3023,23179,21869,31.4,32.4,30.3,13927,3.23,59151.0
Antioch,California,Contra Costa,West,Pacific,37.989819,-121.807297,108581,13712,56575,20344,2531,32565,1531,16958,52727,50002,33.75,34.95,32.35,32379,3.215,30187.5
Anza,California,Riverside,West,Pacific,33.557385,-116.69589,1985,81,3858,81,314,1159,10,581,2341,2393,46.1,45.7,46.4,1876,2.52,30338.0
Apple Valley,California,San Bernardino,West,Pacific,34.423596,-117.145454,78133,2957,57751,7790,2109,21961,538,10582,39401,38066,37.65,39.55,35.6,26642,2.895,39187.0
Applegate,California,Placer,West,Pacific,38.989185,-120.993062,540,15,855,14,26,56,5,12,424,473,48.0,47.9,48.2,342,2.36,57992.0
Aptos,California,Santa Cruz,West,Pacific,37.006763,-121.878693,24442,1252,21674,355,426,2819,107,1193,12365,11609,23.1,23.5,22.7,10031,1.19,34380.0
Arbuckle,California,Colusa,West,Pacific,39.030658,-122.016459,2262,72,3096,50,106,2766,29,1519,2272,2413,31.8,32.8,30.6,1434,3.27,40115.0
Arcadia,California,Los Angeles,West,Pacific,34.125076,-118.049534,64293,38991,23676,1042,511,8702,230,3481,34488,31322,21.63,22.18,21.0,22685,1.4275,27508.5
